Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,GMT Timezone,Longitude,Latitude
Starbucks,17988-187104,Constituyentes Qro,Licensed,"Av. Constituyentes No. 57, Col. Cimatario",Queretaro,QUE,MX,76030,,GMT-06:00 America/Mexico_City,GMT-06:00,-100.39,20.58
Starbucks,27200-246919,Town Center Juriquilla,Licensed,Town Center Juriquilla,Queretaro,QUE,MX,76127,,GMT-06:00 America/Mexico_City,GMT-06:00,-100.45,20.69
Starbucks,19159-198604,Urban Center Juriquilla,Licensed,"Boulevard Jurica la Campana No. 899, Local 02, Residencial Caletto",Queretaro,QUE,MX,76230,,GMT-06:00 America/Mexico_City,GMT-06:00,-100.44,20.71
Starbucks,26704-245075,Paseo Quintana,Licensed,Blvd. Bernardo Quintana No. 4607,Queretaro,QUE,MX,76160,,GMT-06:00 America/Mexico_City,GMT-06:00,-100.41,20.62
Starbucks,23625-231586,Antea I,Licensed,Carretera Queretaro-San Luis No. 12401,Queretaro,QUE,MX,76127,,GMT-06:00 America/Mexico_City,GMT-06:00,-100.43,20.65
Starbucks,27198-246918,Carretera Queretaro-Mexico,Licensed,"Carr- Mexico Queretaro km # 206 +300, CC Piamonte",Queretaro,QUE,MX,76246,,GMT-06:00 America/Mexico_City,GMT-06:00,-100.26,20.58
Starbucks,32223-122444,Campestre Queretaro,Licensed,103 Hacienda Grande,Santiago de Queretaro,QUE,MX,76180,,GMT-06:00 America/Mexico_City,GMT-06:00,-100.41,20.57
Starbucks,32088-119575,Plaza Boulevares,Licensed,"4100 Bernardo Quintana Boulevard, Local PA15 & IS PA02, Colonia Alamos 3ra",Santiago de Queretaro,QUE,MX,76160,,GMT-06:00 America/Mexico_City,GMT-06:00,-100.39,20.62
Starbucks,32187-127145,Los Arcos,Licensed,52-C Ramon Ramirez Familiar,Santiago de Queretaro,QUE,MX,76000,,GMT-06:00 America/Mexico_City,GMT-06:00,-100.38,20.59
Starbucks,31896-116005,Galerias Queretaro,Licensed,"Avenue 5 de Febrero Sur #99, Col. Virreyes, Santiago de Queretaro",Santiago de Queretaro,QUE,MX,76000,,GMT-06:00 America/Mexico_City,GMT-06:00,-100.41,20.58
Starbucks,21485-212464,Quinta Alegria,Licensed,"esq Constituyentes y calle 16 bis nte, Plaza Quinta Alegria",Can Cun,ROO,MX,77711,,GMT-06:00 America/Mexico_City,GMT-06:00,-87.07,20.63
Starbucks,31451-106256,Plaza Caracol,Licensed,"Blvrd. Kukulkan Km 8.5, Zona Hotelera",Cancun,ROO,MX,,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.75,21.14
Starbucks,2105-141450,Malecon las Americas,Licensed,"Bonanpack Ave esq Nichupte, SM:6 1 lote 1",Cancun,ROO,MX,77504,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.82,21.15
Starbucks,31702-106244,CUN - Cancun Int Airport T3 PA,Licensed,"Carretera Cancun-Chetumal, Km 22",Cancun,ROO,MX,77500,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.87,21.04
Starbucks,26767-245330,Kukulcan Cancun,Licensed,"Boulevard  Kukulcan km. 3.5, Esq Calle Galeon Zona Hotelera",Cancun,ROO,MX,77500,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.79,21.15
Starbucks,29874-255684,Terminal 3 Planta Alta II,Licensed,"Carretera Cancún-Chetumal Km 22, 75220 C",Cancun,ROO,MX,75220,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.87,21.04
Starbucks,1919-142188,Plaza Cumbres Cancun,Licensed,CARRETERA CAN CUN - TULUM KM 7.5,Cancun,ROO,MX,77504,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.84,21.11
Starbucks,1908-168944,Bonampak 77,Licensed,77 Bonampak Ave,Cancun,ROO,MX,77500,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.83,21.13
Starbucks,12943-155404,CUN - Cancun Int T2 Exterior,Licensed,"Carretera Cancun-Chetumal, Km 22, Terminal 2, Exterior",Cancun,ROO,MX,77500,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.87,21.04
Starbucks,15457-161645,CUN - Cancun Intl T2- Ext Satellite,Licensed,"Carretera Cancun-Chetumal, Km 22, Terminal 2, Exterior",Cancun,ROO,MX,77500,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.87,21.04
Starbucks,31703-106243,CUN - Cancun Int Airport T3 PB,Licensed,"Carretera Cancun-Chetumal, Km 22",Cancun,ROO,MX,77500,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.87,21.04
Starbucks,31452-106353,La Isla Cancun 2,Licensed,"Blvrd. Kukulkan Km 12.5, Zona Hotelera",Cancun,ROO,MX,77500,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.76,21.11
Starbucks,31378-105285,Plaza Hollywood Cancun,Licensed,Avenue Xcaret,Cancun,ROO,MX,77500,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.83,21.16
Starbucks,31932-117164,Bonampak,Licensed,"Avenue Bonampack S/N, Local 1",Cancun,ROO,MX,77500,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.83,21.13
Starbucks,31475-106927,Paseo Cancun,Licensed,Av. Andres Quintana Roo,Cancun,ROO,MX,77500,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.85,21.15
Starbucks,25448-241026,Aeropuerto Cancun,Licensed,"Carretera Cancún-Chetumal Km 22, 75220, Cancun, Quintana Roo, Mexico",Cancun Q Roo,ROO,MX,75220,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.85,21.04
Starbucks,24969-239446,Cozumel Pama,Licensed,Rafael E. Melgar  34  Isla Cozumel,COZUMEL,ROO,MX,77609,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.95,20.51
Starbucks,31993-118768,Punta Langosta,Licensed,Avenue Rafael Melgar,Cozumel,ROO,MX,77600,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.95,20.51
Starbucks,49218-267545,Terminal Maritima,Licensed,Terminal Maritima Playa del Carmen,Playa del Carmen,ROO,MX,77710,,GMT-06:00 America/Mexico_City,GMT-06:00,-87.08,20.62
Starbucks,32572-136726,Playacar,Licensed,Ave. Playacar,Playa del Carmen,ROO,MX,,,GMT-06:00 America/Mexico_City,GMT-06:00,-87.09,20.61
Starbucks,23628-231588,Centro Maya  Playa del Carmen,Licensed,"Carretera Federal 2100, region 100, mza 16. Lote 1, Col ejidal",Playa del Carmen,ROO,MX,77702,,GMT-06:00 America/Mexico_City,GMT-06:00,-87.09,20.62
Starbucks,31449-107158,Paseo del Carmen,Licensed,Paseo del Carmen,Playa del Carmen,ROO,MX,,,GMT-06:00 America/Mexico_City,GMT-06:00,-87.07,20.62
Starbucks,31496-106897,Playa Basico,Licensed,Quinta Avenida& Calle 10,Playa del Carmen,ROO,MX,77710,,GMT-06:00 America/Mexico_City,GMT-06:00,-87.07,20.63
Starbucks,31991-114973,Playa Tides,Licensed,"Quinta Av. Norte entre calle 28 nte y 30, 5B-6A-6B Fracc. 2 Lte.119",Playa del Carmen,ROO,MX,77710,,GMT-06:00 America/Mexico_City,GMT-06:00,-87.08,20.62
Starbucks,29537-245930,5a Av Playa del Carmen,Licensed,"5a. Avenida  entre calle 12 y 14, Solidaridad",Playa del Carmen,ROO,MX,77710,,GMT-06:00 America/Mexico_City,GMT-06:00,-87.42,20.37
Starbucks,19146-199025,Carretera Cancun-Playa,Licensed,"Km. 39+300, Carretera Cancun-Chetumal, Rancho La Esperanza",Quintana Roo,ROO,MX,,,GMT-06:00 America/Mexico_City,GMT-06:00,-86.85,21.03
Starbucks,24200-236570,Tulum,Licensed,"Av. Ruinas de Tulun No. F-3, Col. Tulum Ruinas",Tulum,ROO,MX,77760,,GMT-06:00 America/Mexico_City,GMT-06:00,-87.44,20.22
Starbucks,1803-154027,Culiacan Cinepolis,Licensed,"Blvd. Culiacan No. 450, Col. Recursos Hidraulicos",Culiacan,SIN,MX,80100,,GMT-07:00 America/Chihuahua,GMT-07:00,-107.41,24.8
Starbucks,26861-245074,Aeropuerto Culiacan,Licensed,Carretera Navolato km 4.5,Culiacan,SIN,MX,80130,,GMT-07:00 America/Chihuahua,GMT-07:00,-107.39,24.8
Starbucks,26444-239828,Plaza Palmares,Licensed,"Blvd Pedro Infante, #3201 Fracc. Floresta Tres Rios",Culiacan,SIN,MX,80014,,GMT-07:00 America/Chihuahua,GMT-07:00,-107.44,24.79
Starbucks,23966-234585,Lowes Culiacan,Licensed,"Blvd. Jose Limon, Rep de Brasil",Culiacan,SIN,MX,,,GMT-07:00 America/Chihuahua,GMT-07:00,-107.42,24.76
Starbucks,32610-132861,Tres Rios,Licensed,Boulevard Jose Diego Valadez Rios & C. P,Culiacan,SIN,MX,80027,,GMT-07:00 America/Chihuahua,GMT-07:00,-107.4,24.82
Starbucks,32609-132866,Forum Culiacan,Licensed,Plaza Forum,Culiacan,SIN,MX,,,GMT-07:00 America/Chihuahua,GMT-07:00,-107.4,24.82
Starbucks,23224-228831,La Lomita DT,Licensed,"Av. Alvaro Obregon esq. Rio San Lorenzo, Av. Gral. Alvaro Obregon #1140 Sur",Culiacan,SIN,MX,80220,,GMT-07:00 America/Chihuahua,GMT-07:00,-107.39,24.79
Starbucks,2096-142846,Boulevard Centenario,Licensed,Blvd Centenario esq Blvd Antonio Rosales,Los Mochis,SIN,MX,81200,,GMT-07:00 America/Chihuahua,GMT-07:00,-109,25.78
Starbucks,32749-139195,Mazatlan Lomas,Licensed,Av. Lomas de Mazatlan & Av. Camaron Saba,Mazatlan,SIN,MX,82110,,GMT-07:00 America/Chihuahua,GMT-07:00,-106.45,23.24
Starbucks,20447-205547,Galerias Mazatlan,Licensed,"Av. De la Marina esq. Av Delfin dentro, del desarrollo Marina Mazatlan Mza. 24",MAZATLAN,SIN,MX,82103,,GMT-07:00 America/Chihuahua,GMT-07:00,-106.45,23.24
Starbucks,49223-267552,Gran Plaza Mazatlan,Licensed,"Av. Reforma S/N, Fracc. Alameda",Mazatlan,SIN,MX,82123,,GMT-07:00 America/Chihuahua,GMT-07:00,-106.44,23.24
Starbucks,32422-119586,Lomas,Licensed,"Montes Blancos No. 180 Local 3,4 & 5",San Luis Potosi,SLP,MX,78210,,GMT-06:00 America/Mexico_City,GMT-06:00,-101.02,22.14
Starbucks,31980-119620,Plaza Divina,Licensed,1996 Venustiano Carranza Avenue,San Luis Potosi,SLP,MX,72800,,GMT-06:00 America/Mexico_City,GMT-06:00,-101.01,22.15
Starbucks,12471-154184,Plaza Carso SLP,Licensed,"Blvd. Antonio Rocha Cordero No. 700, esq. Av. Sierra Vista Poniente",San Luis Potosi,SLP,MX,78215,,GMT-06:00 America/Mexico_City,GMT-06:00,-101.03,22.13
Starbucks,32360-131224,Himalaya,Licensed,609 Cordillera del Himalaya,San Luis Potosi,SLP,MX,78216,,GMT-06:00 America/Mexico_City,GMT-06:00,-101.03,22.14
Starbucks,17003-146605,Cd. Obregon,Licensed,"Av Miguel Aleman 15 esSufragio Efectivo, Col. Real del Sol",Ciudad Obregon,SON,MX,85000,,GMT-07:00 America/Chihuahua,GMT-07:00,-109.93,27.51
Starbucks,32793-132858,City Pitic,Licensed,Morelos Boulevard,Hermosillo,SON,MX,,,GMT-07:00 America/Chihuahua,GMT-07:00,-110.95,29.12
Starbucks,32695-132860,Rodriguez,Licensed,Rodriguez Boulevard,Hermosillo,SON,MX,,,GMT-07:00 America/Chihuahua,GMT-07:00,-110.95,29.1
Starbucks,23813-233185,Blvd. Morelos,Licensed,"Blvd. Morelos esq. Av. Trece, Blvd. Jose Maria Morelos # 307",Hermosillo,SON,MX,83144,,GMT-07:00 America/Chihuahua,GMT-07:00,-110.95,29.12
Starbucks,28017-249491,Puerta Oeste,Licensed,"Blvd. Luis Donaldo Colosio #829, Col. La Rioja",Hermosillo,SON,MX,83224,,GMT-07:00 America/Chihuahua,GMT-07:00,-111.01,29.08
Starbucks,22035-217084,Aeropuerto Hermosillo,Licensed,"Carretera a Bahia de Quino km 9.5, Local 21D y 23A/Col La Manga",Hermosillo,SON,MX,83220,,GMT-07:00 America/Chihuahua,GMT-07:00,-111.05,29.09
Starbucks,27203-246917,Nogales Mall Sonora,Licensed,"Blvd. El Greco #45 Col. El Greco, Nogales Mall",Nogales,SON,MX,84066,,GMT-07:00 America/Chihuahua,GMT-07:00,-110.94,31.29
Starbucks,1362-140065,Paseo Tabasco,Licensed,"Av Prolongacion Paseo Tabasco, Esq Circuito Municipal",Villahermosa,TAB,MX,86035,,GMT-06:00 America/Mexico_City,GMT-06:00,-92.94,18
Starbucks,22782-224833,Plaza Mallorca,Licensed,"Periferico Calos Pellicer Camara, Local 101",Villahermosa,TAB,MX,86037,,GMT-06:00 America/Mexico_City,GMT-06:00,-92.95,18.01
Starbucks,29741-254831,Sendero Villahermosa,Licensed,"Periférico Pellicer esquina Universidad, Sendero Villahermosa",Villahermosa,TAB,MX,86103,,GMT-06:00 America/Mexico_City,GMT-06:00,-92.91,18.02
Starbucks,14970-156624,Galerias Tabasco,Licensed,"Paseo Tabasco No.1405, Col. Desarrollo Urbano",Villahermosa,TAB,MX,86035,,GMT-06:00 America/Mexico_City,GMT-06:00,-92.95,18
Starbucks,16194-161526,Altabrisa Tabasco,Licensed,"Periferico Carlos Pellicer Camara 129, esq. Av. Cesar Sandino, Col. 1 de mayo",Villahermosa,TAB,MX,86190,,GMT-06:00 America/Mexico_City,GMT-06:00,-92.97,17.98
Starbucks,22399-220665,Ciudad Victoria,Licensed,Av.Tamaulipas Esq. Lopez Mateos No.890,Ciudad Victoria,TAM,MX,87027,,GMT-06:00 America/Mexico_City,GMT-06:00,-99.15,23.75
Starbucks,21186-209759,Reynosa,Licensed,"Blvd Hidalgo y Fuente de Diana KM101 s/n, Col. Fraccinamiento Las Fuentes",Reynosa,TAM,MX,88710,,GMT-06:00 America/Mexico_City,GMT-06:00,-98.32,26.06
Starbucks,1895-139066,Hidago Tampico,Licensed,AV. HIDALGO S/N ENTRE HIDALGO Y LOMA ENC,Tampico,TAM,MX,89330,,GMT-06:00 America/Mexico_City,GMT-06:00,-97.87,22.27
Starbucks,49221-267548,Fashion Mall Tampico,Licensed,"Av. Ejercito Mexicano No. 706, Col. Primavera",Tampico,TAM,MX,89130,,GMT-06:00 America/Mexico_City,GMT-06:00,-97.86,22.25
Starbucks,25659-236934,Tampico Universidad,Licensed,"Av. Universidad #900, Municipio de Tampico",Tampico,TAM,MX,89107,,GMT-06:00 America/Mexico_City,GMT-06:00,-97.86,22.27
Starbucks,25644-241749,ANDAMAR,Licensed,A.RUIZ CORTINEZ 4330  BOCA DEL RIO,BOCA DEL RIO VERACRUZ,VER,MX,94293,,GMT-06:00 America/Mexico_City,GMT-06:00,-96.12,19.09
Starbucks,47081-256708,Coatzacoalcos DT,Licensed,Nuño de Balboa,Coatzacoalcos,VER,MX,96550,,GMT-06:00 America/Mexico_City,GMT-06:00,-94.47,18.14
Starbucks,2095-142848,Forum Coatzacoalcos,Licensed,"Av. Universidad km. 8, Col. Predio Santa Rosa",Coatzacoalcos,VER,MX,96536,,GMT-06:00 America/Mexico_City,GMT-06:00,-94.49,18.14
Starbucks,29671-254825,Cordoba Centro,Licensed,"Av. 3, Calle 1 No. 104",Cordoba,VER,MX,94500,,GMT-06:00 America/Mexico_City,GMT-06:00,-96.93,18.89
Starbucks,19037-198124,El Dorado Veracruz,Licensed,"Carretera Boca del rio-Anton Lizardo, Fracc. El Estero, BOCA DEL RIO",Veracruz,VER,MX,94292,,GMT-06:00 America/Mexico_City,GMT-06:00,-96.1,19.09
Starbucks,48643-264525,Plaza las Americas - Veracruz,Licensed,"Av. Las Americas S/N, Blvd. Ruiz Cortines",Veracruz,VER,MX,94298,,GMT-06:00 America/Mexico_City,GMT-06:00,-96.11,19.14
Starbucks,15322-160026,Costa de Oro,Licensed,"Av Ruiz Cortinez 3, 289, esq. Calle Girasol",Veracruz,VER,MX,94298,,GMT-06:00 America/Mexico_City,GMT-06:00,-96.11,19.15
Starbucks,26298-244256,Nuevo Veracruz,Licensed,"Circuito Nvo. Veracruz macrolote14 #835, Col. Exhacienda Buenavista edo Veracruz",Veracruz,VER,MX,91697,,GMT-06:00 America/Mexico_City,GMT-06:00,-96.23,19.13
Starbucks,16646-173860,Urban Center Xalapa,Licensed,"Av. Lazaro Cardenas No. 102, Col. Rafael Lucio",Xalapa,VER,MX,52764,,GMT-06:00 America/Mexico_City,GMT-06:00,-96.92,19.56
Starbucks,22961-226744,Xalapa Animas,Licensed,"Paseo de las Palmas #1, Jardines de las Animas",Xalapa Enriquez,VER,MX,91190,,GMT-06:00 America/Mexico_City,GMT-06:00,-96.87,19.52
Starbucks,19251-199824,City Center Merida,Licensed,"Calle 30 n. 185, Col. San Ramon Norte",Merida,YUC,MX,,,GMT-06:00 America/Mexico_City,GMT-06:00,-89.62,21.04
Starbucks,16420-119570,Paseo Montejo,Licensed,"Calle 56 A, Numero 465 x 33 A y 35",Merida,YUC,MX,97000,,GMT-06:00 America/Mexico_City,GMT-06:00,-89.62,20.99
Starbucks,32249-119595,Plaza Altabrisa,Licensed,"451 de la Calle 7 Fraccionamie Altabrisa, Seccion 26",Merida,YUC,MX,97130,,GMT-06:00 America/Mexico_City,GMT-06:00,-89.58,21.02
Starbucks,32637-132846,Circuito Colonias,Licensed,Circuito Colonias Avenue & Calle 22,Merida,YUC,MX,97128,,GMT-06:00 America/Mexico_City,GMT-06:00,-89.61,21
Starbucks,20393-205056,Plaza Jardin Merida,Licensed,"Av. 32 n. 219 por calle 43, Norte",Merida,YUC,MX,97117,,GMT-06:00 America/Mexico_City,GMT-06:00,-89.61,21.03
Starbucks,32089-119556,Gran Plaza Merida,Licensed,493 Calle 29 x 50 Diag. Gonazlo Guerrero,Merida,YUC,MX,97118,,GMT-06:00 America/Mexico_City,GMT-06:00,-89.63,21.03
Starbucks,32752-139185,Zacatecas Centro,Licensed,Ave Hidalgo 507-A,Zacatecas,ZAC,MX,98000,,GMT-06:00 America/Mexico_City,GMT-06:00,-102.57,22.78
Starbucks,17987-184009,Galerias Zacatecas,Licensed,"Col. Antigua Unidad Minera, El Bote, de Ciudad de Argentum, Local No. 156",Zacatecas,ZAC,MX,98040,,GMT-06:00 America/Mexico_City,GMT-06:00,-102.6,22.78
Starbucks,32575-135724,Garcia Salinas,Licensed,"Blvd Garcia Salinas 311, La Estancia",Zacatecas,ZAC,MX,98097,,GMT-08:00 America/Tijuana,GMT-08:00,-117.01,32.51
